Intensive Care (2017), Action| Crime| Horror| Mystery| Thriller,2017,USA,,,72 min,English,,"Directed by Jared Bentley. With Tara Macken, Jai Rodriguez, Kevin Sizemore, Jose Rosete. Three low-life criminals attempt to rob an elderly dying woman's home, but her live-in nurse turns out to be much more trouble than they bargained for."
Coulrophobia (2016), Horror,20-Jan-16,UK,,,85 min,English,"  £50,000  ","Directed by Warren Speed. With Pete Bennett, Daniella D'Ville, Roxy Bordeaux, Warren Speed. An on-the-run twisted family of circus performers live in the remote Scottish highlands, miles away from civilisation. When a team of kick ass Roller Derby girls go camping just a bit too close to them all hell breaks loose."
Montrak (2017), Horror,18-Mar-17,Germany,,7,,German,,"Directed by Stefan Schwenk. With Julia Dietze, Florian Freiberger, Cosma Shiva Hagen, Adam Jaskolka."
The Pick-Axe Murders Part III: The Final Chapter (2014), Horror,20-Sep-14,USA,,5.1,,English,,"Directed by Jeremy Sumrall. With Tiffany Shepis, A. Michael Baldwin, Sal Governale, Catherine Lawrence Kinslow. In the summer of 1982, a group of campers was horribly slaughtered at Camp Arapaho in the sleepy little town of Woodland Hills. The 10 gruesome murders were blamed on Alex Black, a mysterious man believed to have been the son of Satan himself, whom the townspeople had hunted down and lynched nearly 20 years prior. A young woman named Adrienne was able to defeat Alex, and put a stop to the killing..."
Broken Cross (2016), Drama| Horror| Thriller,18-Jun-16,USA,,7.5,,English,,"Directed by Brian McCulley. With Tony Todd, Jodi Lynn Thomas, Jimmy Drain, Noah Anderson. Gallant priest Fr. Dudley, (Tony Todd)- attempts to tame the diabolical alter ego of his good friend Robby, (Jimmy Drain) - by steering him away from his vengeful crusade, and down the path of true love."
Beautiful People (2014), Horror,29-Jul-15,Philippines,,4.4,75 min,English,,"Directed by Brini Amerigo. With Danny Cutler, Alex Lucchesi, Alex Southern, Kate Davies-Speak. In a mansion in the woods, the peaceful life of a medical scientist and his family is upset by a three masked men raid. During an endless night of terror and violence, the unthinkable happens: the house is invaded by inhuman monsters. Fear will unveil the true nature of each character, forcing them to wonder...""Who is the real monster?"""
Mr D's No Thing Tales (2015), Horror,1-May-15,USA,UNRATED,1.8,82 min,English,"$10,000 ","Directed by Tomiko. With Lolita Blue, Robert Botts, Kristi Evans, Apryl Faye. Mr D, short for Dead, introduces a series of extreme horror tales, that are less about story telling and more about shock and gore. A horror anthology not for the faint of heart."
Killer Ink (2016), Horror,11-Oct-16,USA,,5.9,92 min,English,,"Directed by Lewis Leslie. With Peter Mayhew, Digger Mesch, Joshua Caleb Grant, Raquael Torres. When a close friend goes missing, Gage, a tattoo artist moonlighting as a serial killer, must hunt a second killer he fears may have had something to do with his mother's death 25 years ago."
7th Day (2013), Horror,29-Oct-13,USA,,5.2,80 min,English,,"Directed by Jason M. Koch. With Chaka Balamani, Helenmary Ball, Alex Barone, Christie Beran. A pervert, murderer, and hopeless romantic, Allen Dean is on a 7-day journey to discovery his real true love. He is torn between Denise the waitress, who he believes he loves, and his first true love, murder."
Das Werwolfspiel (2013), Horror| Mystery| Thriller,7-May-13,Austria,,2.7,94 min,German,,"Directed by Johanna Rieger. With Johanna Rieger, Julia Prock-Schauer, Anton Frisch, Sabina Schreib. After 25 years Rosa returns to her family's vacation home in the middle of nowhere. Standing deep in the woods it hides dark and well kept secrets of her youth, that she's finally willing to confront. As well as her former 'playmates'. As soon as the role play 'The Werewolves of Miller's Hollow' starts, old habits and patterns of behaviour are re-established. The game, however, seems to develop a..."
Golpo Holeo Shotti (2014), Horror,4-Jul-14,India,,6.3,116 min,Bengali,"$200,000 ","Directed by Birsa Dasgupta. With Soham Chakraborty, Mimi Chakraborty, Rajatabha Dutta, Saayoni Ghosh. The film is about Rudra (Soham), a pizza delivery boy and a ghost novel writer Anuradha (Mimi). The film starts with their love story. The lovebirds are in a live-in relationship. The film takes a turn when Rudra goes to a particular house to deliver a pizza. Strange things happen and the film turns into a horror flick. This horror thriller delves into Rudra's psychological disorder where he ..."
The Final Exit Movie (2017), Horror,22-Sep-17,India,,6.8,119 min,Hindi,"  INR 80,000,000  ","Directed by Dhwanil Mehta. With Kunaal Roy Kapur, Mukesh Hariawala, Elena Kazan, Reyhna Malhotra. Caught in a surreal maze, a man tries to decode the mysterious hallucinations he's experiencing."
Cannibal Cop (2017), Horror,15-Jan-17,USA,,6.8,,English,,"Directed by Donald Farmer. With Shawn C. Phillips, Donald Farmer, Roni Jonah, Megan Hunt. Detective Warbeck is a cop who plays by his own rules, including abusing his suspects and even innocent civilians. But when one of his victims is raised by a voodoo priestess, Warbeck is attacked and turned into a cannibal. Meanwhile, a young woman trails Warbeck to document his police brutalities and discovers he is even more evil than she ever suspected. As Warbeck racks up a body count and ..."
Cross Bearer (2013), Horror,9-Oct-13,USA,,3.3,71 min,English,,"Directed by Adam Ahlbrandt. With Isaac Williams, Natalie Jean, J.D. Brown, Victoria DePaul. Heather is broke. She has a soul sucking job as a stripper. Her live-in girlfriend Victoria has a baby and a coke problem. Her boss Harry is an abusive maniac. Life cannot get much worse... or so she thought. Determined to get out of this living hell, Heather and her lover, Bunny, plan to rip off Harry, ditch Victoria, and leave town to live out their days on the Greek islands in peaceful bliss. ..."
Blood Theatre (2017), Horror,2017,USA,,,,English,,"With Allie Gallerani, Vince Jolivette, Coral Amiga, Amber Coney."
The Sleepless (2012), Horror| Mystery,12-Jul-12,South Korea,,6,,Korean,,"Directed by Dong-bin Kim. With Sujin Kim, Han-byeol Park, Jin-joo Park, Won-sang Park. ""Two Moons"" depicts two women and a man that find themselves in a isolated area without a way out. So-Hee (Park Han-Byul) is a horror story writer who holds a secret. Seok-Ho (Kim Ji-Seok) is a university student who suffers from an an unidentified trauma. He tries to uncover what that trauma is."
Blood Drive: The Movie (2013), Horror| Thriller,1-Feb-13,USA,,6.8,71 min,English,,"Directed by Sophia Robbins. With Sophia Robbins, Archer King, Liane Wunderlich, Mike Roche. Isabella is a writer for an internet magazine called 'Blood Drive' which specializes in the supernatural-horror-vampire genre of scary stories. Her 'writing office' is the local bar where she finds inspiration in the solace of its dim light and anonymous inhabitants. During her research , she meets a psychiatrist, Dr. Cooper , who mentions that he has a mysterious patient called Jade, who has ..."
After Effect (2012), Action| Horror| Thriller,8-Feb-12,USA,NOT RATED,4,,English,,"Directed by David McElroy. With Kirk Anderson, Daniel Baldwin, Geoff Brown, Michael Chinn. When college students sign up for what seems a simple paid research study, they soon realize their lives are in danger. Unfortunately they've unknowingly volunteered their bodies as human collateral in an ongoing U.S. Military experiment."
Chilling Visions: 5 States of Fear (2014), Horror,18-Jul-14,USA,,5.8,,English,,"Directed by Glenn McQuaid, John Poliquin, Graham Reznick. With Mickey Keating, Graham Reznick, Dan DeFilippo, Kristen Hung. 5 Chilling Shorts: Ego Death, Separation, Mutilation, Extinction, and Loss of Autonomy."
Scary Story Slumber Party (2017), Horror| Thriller,17-Jan-17,USA,,5,76 min,English,"$5,000 ","Directed by John Johnson, Jonathan Moody, Myke Wilson. With Faron Brown, Russell A. Bryan, Takiah Coleman, Brittany Colley. 3 friends gather together to throw an old fashion Slumber Party like they did in the old days. They begin to tell each other scary stories to liven up the fun. But the fun is leading to something a bit more sinister."
Ciaran the Demon Hunter (2016), Fantasy| Horror,14-May-16,France,,6.9,82 min,English,,"Directed by Andrew MacKenzie. With Peter J. Morton, Joanna Ranee Wood, Megan Porter, Nell Teare. When a rash of demonic possessions occurs in Los Angeles, the Vatican summons an Irish Priest with mysterious powers: Ciaran the Demon Hunter."
The Garden of Sinners: Future Gospel (2013), Animation| Drama| Fantasy| Horror| Romance,28-Sep-13,Japan,,7.3,90 min,Japanese,,"Directed by Tomonori Sudô. With Ken'ichi Suzumura, Maaya Sakamoto, Takako Honda, Yuka Iguchi. Mirai Fukuin is an adaptation of a side story from the Kara no Kyoukai novel series. It is divided into two parts. Möbius ring Shizune Seo and Mitsuru Kamekura are psychics who can see the future. Shizune was sick of her predictable boring life and Meruka became a professional bomber taking advantage of his supernatural power. When Shizune met Mikiya and when Meruka met Shiki, their immutable ..."
"Devil's Backbone, Texas (2015)", Horror,31-Mar-15,USA,UNRATED,4.1,80 min,,,"Directed by Jake Wade Wall. With Avery Atchley, Savannah Atchley, Marilyn Baxter, Michaela Beach. In January, 1996 Unsolved Mysteries featured a story on landowner Bert Wall's 'real-life' interactions with the spirits that roamed the Devil's Backbone. Nearly twenty years later, Wall passed away...leaving behind only fragmented tales of an inexplicable terror to those that knew him best."
The Long Island Serial Killer (2013), Crime| Horror| Thriller,12-Nov-13,USA,,7,81 min,English,,"Directed by Joseph DiPietro. With Jennifer Polansky, Adam Ginsberg, Dewey Wynn, Renee Kay. A serial killer is at large in New York, murdering prostitutes and disposing their bodies on the beaches of Long Island. A virtuous college student turns to escorting for noble reasons unknowingly putting herself directly in his path."
50 Kisses (2014), Comedy| Drama| Horror| Romance| Sci-Fi,1-Feb-14,UK,,6.2,89 min,English,,"Directed by Chris Jones, Rocko Paolo, Vlastimir Stevanovic. With Stefania Bellini, Stefan Dennis, Eileen Pollock, Conrad Peters. 50 writers. 50 filmmakers. One picture."
Betamax (2015), Horror| Thriller,21-Feb-15,USA,,6.5,,English,,"Directed by Michael Etoll, Bobby Hacker, Jim Kunz. With Richard Bain, John Bekolay, Greg Blessing, Joe Z. Bosco. A bunch of really cool stuff happens, just watch it. Trust me."
Christmas with the Dead (2012), Horror,25-Nov-12,Italy,,6.2,88 min,English,"$1,500,000 ","Directed by T.L. Lankford. With Damian Maffei, Brad Maule, Chet Williamson, Clyde Williams. In his quest to fulfill a promise made to his wife, Calvin sets out to right his wrongs and make it the best Christmas ever. If only it weren't June, and the majority of the population, including his wife and daughter, hadn't returned from the dead as flesh-eating snappers in search of hot human lunches, he'd be in pretty good shape. Driven by guilt in a race against the apocalyptic clock, Calvin..."
Ular (2013), Horror| Thriller,6-Dec-13,Malaysia,,5,,Malay,,"Directed by Jason Chong. With Harun Salim Bachik, Kin Wah Chew, Yusry Abd Halim, Izzue Islam. A group of lucky draw winners win a dream vacation on a seemingly idyllic island resort, only to discover themselves trapped on an island infested with deadly snakes."
The Cabining (2014), Comedy| Horror| Thriller,16-Jan-15,USA,UNRATED,4.3,83 min,English,"$3,000,000 ","Directed by Steve Kopera. With Mike Kopera, Bo Keister, Angela Relucio, Melissa Mars. Todd and Bruce, a hapless screenwriting team, get one last shot at success thanks to Todd's wealthy uncle, Sarge. If they pen a worthy horror script, Sarge will fund the entire project. But there is one condition - the script must be complete in two weeks. With the deadline looming and no fresh ideas, Todd and Bruce head to Shangri-La, a serene artist's retreat, with the hope that the peace and ..."
Salvación (2016), Drama| Fantasy| Horror,11-Oct-16,Spain,,6.3,,Spanish,"  €100,000  ","Directed by Denise Castro. With Marina Botí, Laura Yuste, Ricard Balada, Alzira Gómez. Cris, a thirteen year old girl, is admitted to a hospital to undergo open heart surgery. There she meets Víctor, a boy her same age who says he's a vampire and who proposes a different kind of salvation for her heart: immortality. Cris will have to fight against her fear, against the doctors, against her mother and against her disease, and make a decision for the rest of her life."
Loss of Life (2013), Horror,25-Oct-13,USA,,4.5,78 min,English,,"Directed by David Damiata, Michael Matteo Rossi. With Randi Leigh Borden, Charlie Glackin, Melvin Gregg, Matthew Jordan. On October 31, 2012, in North Hollywood, California, a group of high school friends decided to document their Halloween night out. What they end up documenting is a horrific bloody attack that quickly becomes the worst night of their lives. This film is the compilation of the footage found that night."
Bhangarh: The Last Episode (2017), Horror,30-Mar-17,India,,7,84 min,Hindi,"  INR 3,200,000  ","Directed by Anil Bajpai. With Prashant Barot, Deepanshu Malik, Rumana Molla, Rajesh Pathak. In March 2012, five crew members of a news channel disappeared in Rajasthan while shooting an episode of a paranormal TV show in the world's most haunted location, Bhangarh. After two years their footage was found."
Night Terrors (2014), Comedy| Horror,24-Nov-14,USA,NOT RATED,6.9,98 min,English,"$5,000 ","Directed by Alex Lukens, Jason Zink. With Kaveh Akbar, Joe Bachan, Alyssa Benner, Phil Bontrager. A devious older sister fills her brother's head with bizarre tales of terror, blood soaked memories, and nightmares of perversion after finding out that she has to babysit and miss the party."
Darling 2 (2016), Comedy| Horror,1-Apr-16,India,,4,117 min,Tamil,"  INR 25,000,000  ","Directed by Sathish Chandrasekaran. With Kalaiyarasan, Rameez Raja, Kaali Venkat, Arjunan. A group of friends head to an estate in Valparai before one of them gets engaged."
Zombiefied (2012), Horror,2012,USA,UNRATED,4.3,,English,,"Directed by Todd Jason Cook. With Rebecca Torrellas, Mike Gebbie, Tayvis Dunnahoe, Kathryn Rene' Ginzel. A zombie outbreak begins at a club, leaving locals to fight for survival while a brutal serial killer ads to the body count. Only 2 people know the truth & the infection is just beginning."
Kutukan arwah santet (2012), Horror,27-Sep-12,Indonesia,,6,81 min,Indonesian,,"Directed by Hanny Mustofa. With Julia Perez, Dwi A.P., Ajeng, Jenny Cortez."
The Wrong Side of Town (2017), Horror,31-Oct-17,UK,,,,English,,"Directed by Craig Quinn. With Craig Quinn, Steve Evets, Phillip Mulhern, Cheryl Emlay."
Jungle Trap (2016), Horror,24-Sep-16,USA,,5.2,72 min,English,,"Directed by James Bryan. With Renee Harmon, Frank Neuhaus, Heidi Ahn, Tim de Haas. In 1990, exploitation auteur James Bryan pulled out his video camera and made a decapitation-fueled horror movie about a jungle hotel haunted by kill-crazy ghosts in loincloths. The team at Bleeding Skull found it 26 years later and finished it."
Maya 3D (2016), Horror,1-Sep-16,Sri Lanka,,7.5,,Sinhalese,,"Directed by Donald Jayantha. With Pubudu Chathuranga, Nihal Fernando, Ishan Gammudali, Shehara Hewadewa."
All Sinner's Night (2014), Horror,9-Jun-14,USA,NOT RATED,1.9,90 min,English,"$14,000 ","Directed by Bobby Easley. With Heather Anderson, Harry Bean, Dustin Boltjes, Zach Contos. Lana Williams's brother Daniel has been been missing for a year, and is considered dead.Halloween marks the one year anniversary of his disappearance.She contacts Dave Shipman, a local investigative reporter whose wife committed suicide the same night suspects a cult is responsible for her death. Beliving there is a link connecting the mysterious events surrounding their deaths,they travel to ..."
Lechmi (2017), Comedy| Horror,25-Aug-17,India,,,150 min,Malayalam,,"Directed by B.N. Shajeer Sha. With Parvathy Ratheesh, Biju Sopanam. The main theme of the movie revolves around four bachelors. The story follows an incident that leads to unforeseen and dramatic changes in their lives."
Nightcomer (2013), Horror| Thriller,2013,USA,,7.4,91 min,English,,"Directed by Alain Silver. With Mackenzie Rosman, Timothy Busfield, Eric Gorlow, Roy Lee Jones. After an unforeseen and violent affliction turns her world upside down, Rowena Hambleton struggles to survive night-to-night as she prowls the streets of Los Angeles. If there is a cure for what ails her, Rowena has yet to find it."
Heavy Water (2014), Drama| Horror,2014,USA,,9,93 min,English,,"Directed by Andrew Donoho. With Carter Jenkins, Jayson Warner Smith, Wes Watson, Sidney Allison. Home after 5 years in prison, River must choose between his broken family and a strange, 'perfect' drug from an old friend."
Hi-8 (Horror Independent 8) (2013), Comedy| Horror,10-Nov-13,USA,NOT RATED,5.1,98 min,English,,"Directed by Ron Bonk, Donald Farmer, Marcus Koch. With Vanessa Nocera, Alaine Huntington, Mike Malloy, Andrea Adams. Segments from eight of the leading indie horror filmmakers including Tim Ritter, Brad Sykes, Donald Farmer, Todd Sheets, Chris Seaver, Ron Bonk, and Marcus Koch. Each director was challenged to go back to their roots, using analog equipment while tapping into their years of experience to tell a story that is fresh and edgy. Shot all over the USA, the result is a collection of tales that has ..."
Maria Labo (2015), Drama| Horror,11-Nov-15,Philippines,,5.3,,Filipino|Tagalog,,"Directed by Roi Vinzon. With Kate Brios, Rey 'PJ' Abellana, Jestoni Alarcon, Mon Confiado. A popular urban legend about a woman who cooked and ate her two children."
Silent Hill Internal Prison (2014), Horror,25-Oct-14,USA,,5,,English,"$1,250 ","Directed by Colten Dietz. With Colten Dietz, Alicia Bozzuto, Melissa Farley, Mark Grossman. Two years after the events of Silent Hill, coming home Victor and Alice are newlyweds but not all is good when their hometown keeps pulling them back."
Creepy Clowns (2016), Horror,21-Apr-16,USA,,7.1,88 min,English,"$25,000 ","Directed by Pete Jacelone. With Heather Drew, Edward X. Young, Daylan Ludemann, Lisa Deane. Still reeling from a traumatic childhood experience with an alcoholic mother and her deranged carnie boyfriend, a mild mannered milquetoast finds himself at the mercy of a monstrous alter ego: a sadistic killer clown with a tickling fetish."
Penanggal: The Curse of the Malayan Vampire (2013), Horror,28-Nov-13,Malaysia,,4.3,,Malay,,"Directed by Ellie Suriaty Omar. With Dato' Sharifah Aini, Zul Ariffin, Normah Damanhuri, Josiah Hogan."
Cruelty (2017), Crime| Horror| Mystery| Thriller,1-Jan-17,USA,,7.2,,English,,"Directed by Joshua F. Leonard. With Kristen Zaik, Joseph Eid, Ryan Matthew Jones, Kathleen Kaplan. CRUELTY is a film about revenge.... about how the actions of your past can have consequences that can haunt you for the rest of your life. Cruelty carries over in this world- it changes forms, and travels from one person to another. Before you realize it, the victim could be you. In a small New England town, a mean and elaborate prank is played on an unsuspecting teenager. Years later the prank ..."
Rock 'n' Roll Frankenstein (1999), Comedy| Horror,10-Nov-15,USA,R,4.7,88 min,English,"$250,000 ","Directed by Brian O'Hara. With Graig Guggenheim, Jayson Spence, Barry Feterman, Hiram Jacob Segarra. Music agent Bernie Stein, his scientist nephew Frankie, and a drugged out roadie named Iggy team to create a superstar by putting together the remains of dead rockers. All goes according to plan until a mishap leads Iggy to steal Liberace's private parts instead of those of Jim Morrison. The monster is brought to life and is on the road to rock 'n' roll success when the Liberace side of the ..."
Dark Shade Creek (2012), Horror,7-Nov-12,USA,NOT RATED,3.8,,English,$500 ,"Directed by David Mankey. With Ashleigh Mankey, Kalena McDaniels, Joshua Mankey, Vanessa Mankey. A logger drugged with LSD wreaks havoc on tourists."
Axed (2012), Drama| Horror| Thriller,19-Feb-13,USA,R,3.7,84 min,English,,"Directed by Ryan Lee Driscoll. With Jonathan Hansler, Andrea Gordon, Nicola Posener, Christopher Rithin. A strict father loosens up enough to let his children take a day off school for a trip to the countryside. But things turn darker when the family realize he is planning to make it their last outing ever."
Talk to the Dead (2013), Horror,7-Oct-14,USA,,5.6,84 min,Japanese,,"Directed by Norio Tsuruta. With Kazuki Alex Kato, Ayaka Komatsu, Chihiro Ohtsuka. Having lost her beloved father at an early age, Yuri lives with her mother and younger brother. Yuri's mother meets a new man, but they are deeply in debt and forced to leave their home. Yuri is then forced to take a job as a call girl to support her brother. One day Yuri's brother becomes ill but since Yuri has to work, she unwillingly leaves him at home. When she returns, she finds him dead in ..."
Lake Bodom (2017), Horror| Mystery| Thriller,27-Jan-17,New Zealand,,,,English,,
Dolly Deadly 2 (2017), Horror| Musical,2017,USA,,,,English,"$20,000 ","Directed by Heidi Moore. With Brittany Blanton, Nadia White, Lindsey McIntire, Jay Sosnicki. BENJI is back. Now living as his alter-ego DOLLY DEADLY, he's all grown up and ready to kill...AGAIN."
Yoogan (2015), Horror| Thriller,24-Apr-15,India,,6.6,,Tamil,,"Directed by Kamal G. With Yashmith, Sakshi Agarwal, Siddhu Grn, Pradeep Balaji. Yoogan is an upcoming Tamil horror, suspense thriller film directed by Kamal G. Starring Yashmith and Sakshi Agarwal in the lead roles. It is a horror story which revolves around the problems that happen in an IT company."
Badass Monster Killer (2015), Action| Comedy| Horror,3-Dec-15,USA,,6.1,96 min,English,"$35,000 ","Directed by Darin Wood. With Jawara Duncan, Amelia Belle, Ryan Cicak, Stephanie Hyden. On the trashy side of Camaroville, there's a mob turf war going down, but the new gang in town ain't content with merely controlling the local dope and sex trade. They are also mixed up with dangerous black magic, intent on resurrecting hideous demon-gods who have waited centuries for the chance to eat all our souls and enslave mankind! These blasphemous bad guys need stopping, and Jimmy Chevelle..."
Corazon: Ang unang aswang (2012), Drama| Horror,14-Mar-12,Philippines,,6,101 min,Filipino|Tagalog,,"Directed by Richard Somes. With Erich Gonzales, Derek Ramsay, Mark Gil, Tetchie Agbayani. A woman desperately wants to have a baby because she believes this will fully make her and her husband happy. She did every possible means to get pregnant, even resorting to miracles. After months of sacrifice, she gave birth to a dead baby. Thus, the start of the deterioration of her faith and sanity. And life in the small town changed."
GH5 (2017), Drama| Horror| Thriller,1-Oct-17,USA,,,90 min,English,"$5,000 ","Directed by C.J. Goodwyn. With Les Best, Jake Crawley, C.J. Goodwyn, Michael Goodwyn. After the sudden loss of his fiancee Emma, Matt becomes obsessed with finding life after death. For seven years, Matt and his younger brother Michael visited over one hundred Ghost House cases in the U.S.- every one of them turning into a disappointment. Beginning to give up hope, Matt tracks down the only paranormal investigator in history to document the highest level of paranormal activity you..."
Kick (2015), Drama| Horror| Thriller,9-Jan-15,USA,,3.1,76 min,English,,"Directed by Marcus Warren. With Daniel Bayle, Robert Bond, Alexander Bracq, Oliver Bury. The film centres around two aspiring young footballers who have bribed their way into a premier league football stadium to play illicit underground football only to discover that they are trapped in a game of survival."
9-9-81 (2012), Horror,13-Sep-12,Thailand,,5.5,92 min,Thai,,"Directed by Rapeepimol Chaiyasena. With Patitta Attayatamavitaya, Supachai Girdsuwan, Setsit Limkasitdej, Thiti Vechabul. A bride-to-be jumps to her death after becoming convinced that a tragic accident has claimed the life of her groom-to-be. But, the end of her life is the beginning of the story when her groom-to-be is alive and his false death turns out to be his and her best friend's plan to get rid of her. Distraught by the betrayal, the spirit of the bride-to-be is craving for vengeance."
Chain Mail (2015), Drama| Horror| Mystery| Thriller,22-Jul-15,Philippines,,4.2,90 min,Filipino|Tagalog,,"Directed by Adolfo Alix Jr.. With Meg Imperial, Shy Carlos, Nadine Lustre, AJ Muhlach. A usual chain mail is forwarded to a group of people. Some pass it while others ignore. One dies and is followed by series of sudden and unexplainable deaths of others. Soon after, a revelation begins to unfold, the chain mail is cursed and so she has to find the origin and mystery behind to stop the misfortunes it may cause to anyone who fails to pass it before another life perish again. Sandra ..."
Fireangels: A Drifter's Fury (2017), Horror| Thriller,23-Jun-17,USA,R,2.8,70 min,,,"Directed by Aeneas Middleton. With Aeneas Middleton, David Masterson. When a professional drifting race car driver Ryu Takashi, an American adopted by a Japanese mechanic moves to America. He is tricked by the devil and must deliver the fire of God."
Teeth and Blood (2015), Action| Horror,10-Mar-15,USA,NOT RATED,4.4,,English,"$300,000 ","Directed by Al Franklin, Pamela J. Richardson. With Glenn Plummer, Michelle Van Der Water, Sean Hutchinson, Danielle Vega. A diva actress is murdered on a set film. Meanwhile, the city's blood supply is mysteriously being depleted. Dets. Mike Hung and Sasha Colfax go undercover to crack the toughest mystery of their lives in a vampire-infested studio."
Tear Us Apart (2017), Horror| Thriller,2017,USA,,,,English,"$100,000 ","Directed by Devin Clarke. With Elma Begovic, Michael Lipka, Sean Ballantyne, Kris Hagen. A young couple is taken to a cottage in the woods for counseling following the disappearance of their daughter and struggle to identify what's real and what is a figment of their mental recovery."
Elemento (2016), Horror,6-Apr-16,Philippines,,5.7,80 min,Filipino|Tagalog,,"Directed by Mark Meily. With Cristine Reyes, Jake Cuenca, Albert Silos, Elizabeth Oropesa. A young boy comes back from a field trip in the woods with something inside him. His mother must resort to supernatural means to save her son and herself."
Safe Haven (2016), Horror,17-Mar-16,USA,,,,English,"$10,000 ","Directed by Kelly Weaver. With Mina Nicole Alexis, Manny Blue, Nancy Brame, Jake Cabral. Safe Haven is the safest town in the world. There is no crime. No pollution. It's the perfect place to live. Thanks in part to Father McBane and his enforced curfew. Everyone is to be in their house by night fall. If you are not there is a stiff price to pay. For you see if you choose to live in Safe Haven, it's curfew you can't afford to pass."
The Lashman (2014), Action| Drama| Horror| Mystery| Thriller,19-Apr-14,USA,,7,,English,,"Directed by Cameron McCasland. With Stacey Dixon, Shawn C. Phillips, David Vaughn, Jeremy Jones. Follows a group of five teens heading off to a cabin for a ""romantic"" weekend. They are hunted down by The Lashman for being unruly teens and disturbing his peace."
Story of Eva (2015), Horror| Thriller,13-Jan-15,USA,UNRATED,4.1,95 min,English,"$60,000 ","Directed by Tom Woodbeck. With Nicole Rio, Ricco Ross, Steve Cozart, Eric Roberts. Guilt ridden mother seeks to enact her vengeance against her daughter's killers. With detectives closing in, Eva transforms into a vengeful God."
Third Eye (2014), Horror,26-Feb-14,Philippines,,4.1,90 min,Filipino|Tagalog,,"Directed by Aloy Adlawan. With Carla Abellana, Camille Prats, Ejay Falcon, Denise Laurel. A young woman's supernatural ability to see ghosts is reawakened following the death of her mother. As she adjusts to her new, deathly surroundings, she and her loved ones become the target of some ill-meaning individuals."
Face of Evil (2016), Horror| Thriller,22-Sep-16,USA,,8,90 min,English,"$200,000 ","Directed by Vito Dinatolo. With Scott Baxter, Chad Bishop, Jamie Bernadette, Janet Roth. A war vet comes back home but he finds hell, as a mysterious epidemic turns his surprise party into tragedy. The night has just begun."
Terror Toons 3 (2015), Comedy| Fantasy| Horror| Thriller,26-Aug-16,USA,UNRATED,4.5,71 min,English,"$50,000 ","Directed by Joe Castro. With Herschell Gordon Lewis, Beverly Lynne, Lizzy Borden, Lizet Garcia. Picking up exactly where the original left off. This 3rd installment tells the tale of Cindy and her little sister Candy fighting the good fight with the help of their friends against evil Dr. Carnage and his abominable sidekick, Max Assassin. Enter the darken, kaleidoscope colored world of the cartoon dimension where anything is possible. Where everyone is subject to a blood splattered crazy ..."
Séance (2006), Horror,14-Aug-13,Philippines,R,4.7,88 min,English,,"Directed by Mark L. Smith. With Bridget Shergalis, Tori White, Chauntal Lewis, Kandis Fay. In an attempt to rid their dorm of a troublesome little girl ghost a group of college students inadvertently bring back the little girl's killer."
The Hunt (2012), Action| Horror| Thriller,24-Jul-12,France,,4.4,74 min,French,,"Directed by Thomas Szczepanski. With Guillaume Beylard, Zuriel De Peslouan, Sarah Lucide, Jellali Mouina. Since the dawn of time man has always hunted something or other."
Serie B (2012), Comedy| Horror| Thriller,19-Apr-13,Spain,,3.8,81 min,Spanish|Catalan,,"Directed by Ricard Reguant. With Manuel Zarzo, Roger Pera, Sonia Monroy, Cata Munar. Wille Molina is an actor who has retired last part of his life in Hollywood films playing serie B films. His hobby is now hunting. One day in the bush fires unintentionally against some girls, wounding one of them. The wound is superficial, but Willie insists on bringing them home to heal she. Upon arriving at the mansion, the girls discover that they are with a very rich man. Indeed, young ..."
Scars of Xavier (2017), Drama| Horror| Thriller,21-Oct-17,USA,,8.5,90 min,English,"  €80,000  ","Directed by Kai E. Bogatzki. With Isabelle Aring, Marc Engel, Frank Freitag, Jelly Francis Gaviria."
Rumah Malaikat (2016), Horror,24-Nov-16,Indonesia,,6.5,,Indonesian,"  IDR 3,000,000,000  ","Directed by Billy Christian. With Mentari De Marelle, Agung Saga, Roweina Umboh, Dayu Wijanto."
Maligno (2016), Horror| Mystery,14-Jul-16,Peru,,6.7,87 min,Spanish,"$700,000 ","Directed by Paco Bardales, Martin Casapía Casanova. With Sofía Rocha, Fiorella Pennano, Gino Pesaressi, Sylvia Majo. A bloodcurdling legend becomes reality when a mysterious hole opens in the main hospital of a city, and a dark presence is released."
The Other One (2017), Horror,2-Apr-17,USA,,2.8,89 min,English|Spanish,"$50,000 ","Directed by Tom Cadman, Chris Conlee. With Tom Cadman, Tracy Arnold, David Conlee, George Gelernter. Will one man's bad choices destroy him, or can he find redemption?"
Dreadtime Stories (2014), Horror| Thriller,17-Oct-15,USA,,4.1,105 min,English,"$2,000 ","Directed by Jacob Grim. With Jordan Bruster, Cary Cadena, Autumn Caro, Max Caruso. A party turns bizarre when a malevolent book makes its way into the hands of the attendees who reveal its tales of monsters, madmen and the supernatural."
Relived (2017), Horror,2017,Australia,,,70 min,English,,"Directed by Stephen Simmons. With Tahlia Jade, Todd Leigh, Kris Keevers, Kylie Loveday. After receiving new information from Salem regarding the disappearance of his sister and death of his parents, Ethan, an investigative journalist is determined to uncover what happened the night he lost his family over a decade ago."
